;;Name (click to view profile);Date;Likes;Comment;(view source)
334;;ewiezz;28.09.19 12:09:48;1;Frankly it's not fiction.. watched the movie, it's reality. The crazy rich people actually very humble, like Nick & Astrid however the 'so so' rich or 'rich wannabe' totally snob !!!;view comment
335;;grace loves hamsters;28.09.19 12:09:48;0;So unrelatable for singaporeans lol..the average persons house is a HDB house not a bungalow with a fountain inthe frontyard..;view comment
336;;shin chan;28.09.19 12:09:48;0;More like crazy rich chinese and overseas chinese. Lmao where r the Indians at? Koreans? Japanese? Thai?;view comment
337;;?????? Virus l;28.09.19 12:09:48;0;?????? ????? ??;view comment
338;;2PeriodBlood7;28.10.19 12:09:48;0;this is like what? 50 shades of gray with rated G?;view comment
339;;Augustine Rombaux;28.10.19 12:09:48;14;when Michelle Yeoh said: you will never be enough  I felt  THAT;view comment
340;;Claudia Kerry Roger;28.10.19 12:09:48;0;best movie ever!;view comment
341;;Clifford Smith;28.10.19 12:09:48;1;Not a very Diverse society;view comment
;341-1;Lenny Surjati Mank;28.10.19 12:09:48;0;untrue;view comment
;341-2;Clifford Smith;28.10.19 12:09:48;1;@Lenny Surjati Mank  90 percent are Asian actors how is that diverse?;view comment
342;;Dezilva Setyano;28.10.19 12:09:48;4;THE MOVIE IS SOOOOOOO GREAT ???;view comment
343;;Dhel Mayek;28.10.19 12:09:48;1;I hate this movie;view comment
;343-1;lisa frank;28.10.19 12:09:48;0;Dhel Mayek then why are you here, get a fucking life you pathetic piece of attention;view comment
344;;Dinusha Athulathmudali;28.10.19 12:09:48;1;Boring as Hell!...I'm sure Saudi Arabia or Dubai makes a sequel, very soon if they stupid enough... title may be Stupid Rich Arabs;view comment
345;;Dot;28.10.19 12:09:48;2;I NEED THE PART 2 IM ADDICTED;view comment
346;;Heaven G;28.10.19 12:09:48;0;Netflix it is here;view comment
347;;I'm a simple man just eat and eat;28.10.19 12:09:48;0;After seeing Ken Jeong In the hangover movies it's impossible to pass up this offer;view comment
348;;Ipsita Pradhan;28.10.19 12:09:48;0;This is really funny. I like it . But just two things 1.Asians doesn't only represent chinese people 2.why the security people of that rich family are Indians ? I mean if you can take your whole cast chinese then ,choose from them to be security guards also. I feel it's a bit disgraceful towards Indians;view comment
349;;KIRTI RTN;28.10.19 12:09:48;0;COUGHS  INDIANS ARE ALSO ASIANS. I SAW THIS MOVIE AND THE PORTRAYAL OF INDIANS IS TYPICALLY STEREOTYPED.   Well done Hollywood....;view comment
350;;Lemons & Listerine;28.10.19 12:09:48;0;I can't differentiate from anybody.;view comment
351;;LiterallyLiv;28.10.19 12:09:48;5;This trailer doesn’t do this movie justice!;view comment
;351-1;Anne Day;28.10.19 12:09:48;1;At all!! I finally watched it and was surprised that it was a full on saccharine romcom with all the elements I love! This whole time I thought it was more along the lines of the Hangover or Girls Trip, I feel like I spent a year missing out on something great.;view comment
;351-2;LiterallyLiv;28.10.19 12:09:48;0;Anne Day Same!! Wish I had followed the hype ?;view comment
352;;May Nguyen;28.10.19 12:09:48;3;They made a Malaysian turn into Chinese in this movie lmao;view comment
353;;Ng Xiang Yu;28.10.19 12:09:48;1;Hmm seems like some place is in malaysia like the mansion?;view comment
354;;Nicole De Leon;28.10.19 12:09:48;0;The girl who protrays rachel looks like Ritz Azul from the Philippines a little bit...;view comment
355;;Prince Eingel Ilagan Catacutan;28.10.19 12:09:48;0;I just finish the movie;view comment
356;;Rahul;28.10.19 12:09:48;0;You mean Chinese?;view comment
;356-1;ahmad zainuri;28.10.19 12:09:48;0;@Rahul  thanks for inderstanding .. yea im muslim, Indonesian ? most people in eastern part of asia doesnt care about the story of this movie (tbh I think the story is just like Korean soap opera, and I dont like K-Pop culture at all), we can see that the main male cast and his parents have so many physical different, so many people here questioning: how could chinese parents have dayak son (an asian pacific islander) ?, and many other weakness here and there .. but its ok, we r not talking about how good the movie is, we have been represented by this movie .. its like the way black people see black panther movie ..;view comment
;356-2;ahmad zainuri;28.10.19 12:09:48;0;chinese ? ? how did u say that while the main male cast was a dayak (the native people of Borneo island) ? and he has no chinese blood at all.;view comment
;356-3;Rahul;28.10.19 12:09:48;1;@ahmad zainuri  They look same.;view comment
;356-4;ahmad zainuri;28.10.19 12:09:48;0;nope, they dont look same .. Henry Golding looks so southeast asian, and the parents look like northeast asian ? so I think its fair enough to say that this movie was representing asia  especially eastern asia;view comment
;356-5;Rahul;28.10.19 12:09:48;1;@ahmad zainuri  Most Asians other than Russians and Indians look same, be it Chinese, Japanese, or Nepali.;view comment
;356-6;ahmad zainuri;28.10.19 12:09:48;0;@Rahul  most asians look same ? by using that words means u have accepted that this movie represents asia, not only chinese .. u cant find the diference doesnt mean they are all chinese, right ? and the fact is the casts arent chinese only ..;view comment
;356-7;Rahul;28.10.19 12:09:48;1;@ahmad zainuri  Yes Asian, not areas you mentioned.;view comment
;356-8;ahmad zainuri;28.10.19 12:09:48;0;@Rahul  which areas I mentioned wrong ? Borneo ?  I just wanna say: saying only chinese is wrong (and kinda racist) ? why do u make it so complicating while the sentence is so simple ?;view comment
;356-9;Rahul;28.10.19 12:09:48;1;@ahmad zainuri  Chinese, Asian, Borneo, whatever, why so serious for a ridiculous film?;view comment
;356-10;ahmad zainuri;28.10.19 12:09:48;0;many of eastern asians feel proud bcz of this movie represents them (and asia generally) ? and you just broken it by saying chinese.;view comment
;356-11;Rahul;28.10.19 12:09:48;1;@ahmad zainuri  Cool, by your name, you seem Muslim with unconventional background, nice talking with you. BTW, I am Asian myself, Indian actually, but I feel no empathy for this film.;view comment
357;;Satria Merah;28.10.19 12:09:48;4;When I told my collegues (who have not been to Singapore) in my workplace that I am Singaporean and they thought I am as rich as the characters in this movie. How I wish!;view comment
358;;SavageFood;28.10.19 12:09:48;0;did they use the imovie app to make this trailer?;view comment
359;;Serina O;28.10.19 12:09:48;0;The best movie ever;view comment
360;;Silvia Foxworth;28.10.19 12:09:48;0;go to oak ridges in richmond hill...plenty of crazy rich asians.;view comment
361;;TYL4027 Hi;28.10.19 12:09:48;3;The life of literally no Singaporean ever;view comment
362;;This is Cutie Ringo Joy;28.10.19 12:09:48;0;I haven’t watch it yet ...I’m singaporean;view comment
363;;This is Cutie Ringo Joy;28.10.19 12:09:48;0;Ik Singapore is one of the richest country, but this is far off since majority in Singapore aren’t rich;view comment
;363-1;mazie;28.10.19 12:09:48;1;.....that's one of the points. they aren't like most asians. they're crazy rich;view comment
364;;cartagena bellas;28.10.19 12:09:48;0;Me gustaría laa pelicp;view comment
365;;dabearcub;28.10.19 12:09:48;0;Asian men have small penis.;view comment
366;;elanor2006;28.10.19 12:09:48;1;So nothing new...well if you ever watched a Korean drama that's it......Rich boyfriend, poor girl, evil step mother..;view comment
367;;jake marten;28.10.19 12:09:48;0;Cool they mad HIV into a movie;view comment
368;;maya tales;28.10.19 12:09:48;0;Me a crazy pOor asian;view comment
369;;Ayesha Nand;31.10.19 12:09:48;1;This movie was literally every Bollywood movie ever made.;view comment
370;;Elliot Perkins;31.10.19 12:09:48;0;Great movie;view comment
371;;Aditya Singh;07.11.19 12:09:48;1;they made a film about rich asians ... and they didnt mention india were the richest asian mukesh ambani is from .;view comment
372;;Alfman12;07.11.19 12:09:48;0;- Hey have you seen Crazy Rich Asians? - DUDE WHAT THE FUCK this movie sucks.;view comment
373;;Andrew Toombs;07.11.19 12:09:48;0;Tasteless movie, should have never been published.  It set's up other Asian's for hardship.  Judge that Echo;view comment
374;;LOLIWINX EDITS;07.11.19 12:09:48;0;this is like meteor garden all other again;view comment
375;;Liam Harte;07.11.19 12:09:48;15;“You know it’s about time someone stood up to Aunty Eleanor, but not me! Oh god, she can’t ever know I was here”;view comment
376;;REHAN KHAN;07.11.19 12:09:48;0;Sane, poor Africans.;view comment
377;;sayooo miyahh;07.11.19 12:09:48;1;I’m a crazy broke Asian ahaha;view comment
378;;soo h0e;07.11.19 12:09:48;0;any malaysians?;view comment
379;;sri erma susanty Shanty;07.11.19 12:09:48;0;Nice film.. henry golding, father frm england and mother frm sarawak (iban)?????;view comment
380;;Etta Wing;14.11.19 12:09:48;0;Paul Young drove a bus and so did I.;view comment
381;;Svetlana Orlova;14.11.19 12:09:48;0;The book is WAY better.;view comment
382;;Tanya Vu;14.11.19 12:09:48;1;“Bok bok bitch!”;view comment
383;;jack arnold;14.11.19 12:09:48;0;This movie was so annoying;view comment
384;;?????? ?????;14.11.19 12:09:48;1;What the heck was that!!!!  Other than a bunch of rich people with a serious inferiority complex trying to be someone they are not; I got nothing out of this inane and extremely boring movie— to be honest. I thought this was going to be a mindless comedy. What a disappointment!!;view comment
385;;Avishi Vashisht;21.11.19 12:09:48;2;Why are so many scenes not even there in the real movie???;view comment
;385-1;2nd Kaizoku-?;22.11.19 12:09:48;0;Yeahyeah i wonder why;view comment
386;;Caroline Rogel;21.11.19 12:09:48;0;Or here;view comment
387;;Oberyn Martell;21.11.19 12:09:48;0;Part 2 please;view comment
388;;Sigma Geranimo;21.11.19 12:09:48;0;I am the cheapest Asian man in Hong Kong. trust me.....my party place is 7-11 around the corner by the bar with free musics.;view comment
389;;Sirley Serrano;21.11.19 12:09:48;0;Kinda sad that not all these scenes were in the movie?;view comment
390;;Daisy Catapang;23.11.19 12:09:48;0;This movie always reminds me of you.. i miss you joe.... i miss you so much..;view comment
391;;Kuru Adrastea;23.11.19 12:09:48;0;Lol whenever I tell people I am Singaporean they're always like WoW! Really? That's cool!;view comment
392;;Khris Fowler;24.11.19 12:09:48;1;Bak-bak bitch! I'M SCREAMING ??;view comment
393;;Maura Ledezma;24.11.19 12:09:48;0;They should make a second one;view comment
