;;Name (click to view profile);Date;Likes;Comment;(view source)
382;;redskitter;28.11.61 15:43:40;0;Can't wait to see it. Mamma Mia!;view comment
383;;sabrina sheppard;28.11.61 15:43:40;0;I went to see this 9 times in cinema and when i buy the dvd on monday im gonna play it so many times;view comment
384;;shela d;28.11.61 15:43:40;0;is amanda seyfried even aging;view comment
385;;slime queen123;28.11.61 15:43:40;0;So excited;view comment
386;;soft boi;28.11.61 15:43:40;1;A mama mia Add was on this video;view comment
387;;solouglyfish;28.11.61 15:43:40;0;i got an ad with a girl named mia, is watching a movie trailer with a girl who’s named mia, and my name is mia;view comment
388;;spock'n'roll;28.11.61 15:43:40;8;Just came home watching this! Such a good movie y'all, I sang along and cried and clapped. Also Lily James in high-waisted jeans was something I never knew I needed in my life. edit: btw you know you're in a room full of Swedes when the whole theater erupted in a sing-along when a certain Dancing Queen started playing…;view comment
389;;stevie j;28.11.61 15:43:40;0;I can't wait to see this;view comment
390;;t0xic HD;28.11.61 15:43:40;0;I've uploaded the full movie!!  https://youtu.be/j7DQ6IY73e0  here's the link! Enjoy! :);view comment
391;;tan nguyen;28.11.61 15:43:40;0;This movie is a great replacement for those in need of sleeping pills. After 15 minutes into the movie, my wife and I were already falling asleep.;view comment
392;;tillyk fans;28.11.61 15:43:40;1;A question is Donna dead? Her mum? I'm confused at that part?;view comment
;392-1;Alix Raphaelson;28.11.61 15:43:40;1;Yes she is dead, but they never explained how she died;view comment
;392-2;tillyk fans;28.11.61 15:43:40;0;Alix Raphaelson oh okay thanks;view comment
393;;tillyk fans;28.11.61 15:43:40;0;I don't usually watch musicals but I loved this if defo watch it again! ?;view comment
394;;ttx;28.11.61 15:43:40;0;Wait, so will this movie mostly be about her moms past life?;view comment
395;;verena marie;28.11.61 15:43:40;0;Oddly enough I wanna watch this movie and I hate myself for it;view comment
396;;xd Frosty;28.11.61 15:43:40;1;Should me and my girlfriend watch this in the cinemas???;view comment
397;;xoxoaudrey;28.11.61 15:43:40;0;Didn't Donna's mother die?;view comment
398;;your alien overlord;28.11.61 15:43:40;1;So Donna is dead after all......ugh;view comment
;398-1;jcelia09;28.11.61 15:43:40;0;Yeah didnt enjoy it knowing she was now dead... but she does come in at the end for the last song and when the whole cast sings together.;view comment
399;;zoeyyskyee;28.11.61 15:43:40;0;Best film Ever go watch it amazing;view comment
400;;• ??????? T?V? •;28.11.61 15:43:40;0;When I saw this trailer I thought it was a mario movie;view comment
401;;•boop•;28.11.61 15:43:40;1;I just watched this and it's AMAZING;view comment
402;;???LlamaCream;28.11.61 15:43:40;0;Oh she’s the girl who made the movie Little red riding hood!;view comment
403;;????joaohks;28.11.61 15:43:40;0;So they couldn’t afford for Meryl Streep;view comment
404;;??Person;28.11.61 15:43:40;0;I got an ad for this movie before the vid;view comment
405;;??;28.11.61 15:43:40;0;Karen Smith is SHOOK;view comment
406;;???????;28.11.61 15:43:40;0;I will watch this movie in August 8th.;view comment
407;;?????;28.11.61 15:43:40;0;Omg I cant believe mamma mia is back. When time goes back to 1979 my heart is moved;view comment
408;;Dj Chris;28.12.18 12:12:41;0;I watched this so good!;view comment
409;;Dj Chris;28.12.18 12:12:41;5;They should’ve added one song to the soundtrack: thank u next ??????;view comment
410;;KORINA'S WORLD;28.12.18 12:12:41;0;AHHHHHHHHHHHHHHHH I NEED TO WATCH THIS!;view comment
411;;Rebecca boone;28.12.18 12:12:41;0;saw the movie and i think i solved two things one SAM is Sophie biological dad , Donna wears a butterfly necklace only with SAM and then at Sophie's baptism ,later at Sophie's baby baptism shes wearing a dress with butterfly's on it. second thing is i think Fernando is Donna's father Sophie's grandpa. its mentioned to much not to be true i feel . message me in comments what you think.;view comment
412;;SMM Gooz;28.12.18 12:12:41;0;did not enjoy it ?;view comment
413;;Salesi Taulepa;28.12.18 12:12:41;1;Make No Mistake About it That Mamma Mia! Here We Go Again Is Truly A Musical Masterpiece Next To The First Mamma Mia! The Movie No Doubt About It;view comment
414;;Shiny Waabaafet27;28.12.18 12:12:41;0;This plays all the time at Walmart and legit I can't get it out of my head.;view comment
415;;k Maz;28.12.18 12:12:41;1;Queens;view comment
416;;Angelus;28.01.19 12:12:41;0;I only hold pure and utter hatred toward the disgustly dumb, senceless, inhuman, unreal, cynical and cringe-worthy feel of this movie, which is just a platform for ABBA-songs.;view comment
417;;Butterfly Nova;28.01.19 12:12:41;0;2:12  LMAO "I just told Bill. Yeah and I told Harry. I told many, many people.";view comment
418;;HARRY_005;28.01.19 12:12:41;0;Mama Mia was filmed in Croatia and not in Greece (I’m Greek and that’s not a greek  Island) no offense,I still love mama Mia movies but only the first was filmed in Greece!!!;view comment
419;;Marija Mari?;28.01.19 12:12:41;0;Beautiful location...Croatia;view comment
420;;Purple Dove;28.01.19 12:12:41;0;Her grandma is dead, remember when donna said "someone up there has got it for me... it's my mum I tell you";view comment
421;;Alex Jennings;28.03.19 12:12:41;0;I had a great time watching this film with friends. Even better than the first (which I loved)! Can't wait to buy on DVD or stream on an online platform.;view comment
422;;PedrinaLovelie;28.03.19 12:12:41;0;Is the mother dead?;view comment
423;;Puppy gamer Girl roblox;28.03.19 12:12:41;0;Did u know there was a blooper in the 1 it showed the manas a rockstar when they were and this mama. Mia2 they are not a rockstar ?;view comment
424;;Puppy gamer Girl roblox;28.03.19 12:12:41;0;The actor of Sam is cute the young one??;view comment
425;;umar afzal;28.03.19 12:12:41;0;Bkwas;view comment
426;;Aarony So Chuukese;28.11.61 15:56:45;0;You can't tell any body about the baby yet. Sam I told Bill  Bill and I told  Harry Harry and I told many many people????;view comment
427;;Aki;28.11.61 15:56:45;0;Harry looks a little bit different from what I thought;view comment
428;;Crystal Yap;28.11.61 15:56:45;0;Wait! Where is Donna? Like the old donna! Isnt she supposed to be with sam right now?!;view comment
429;;Dean Winchester;28.11.61 15:56:45;0;The movie takes place in 1979, Andante, Andante was NOT released until 1980 on the Super Trouper album, they fucked up.;view comment
430;;k a l e;28.11.61 15:56:45;0;I actually sort of hated the first one, but Lilly Collins is an amazing actress so we’ll see how this one os;view comment
431;;S B.;28.05.19 12:12:41;2;It was filmed in Croatia ??? i'm so proud;view comment
432;;Sheila Mae Laput;28.05.19 12:12:41;0;I just watched this on netflix and the scenes where lily james is supposed to be there were nowhere.;view comment
433;;honey west;28.05.19 12:12:41;0;Loved it - just full of happy - happy   - songs and beautiful scenery - and fun actors - loved it;view comment
434;;Lethu Mthiyane;28.06.19 12:12:41;13;Mamma Mia 3 Now I really know Sophie does a DNA test to find out who her real dad is;view comment
435;;u n k ø w n . . .;28.06.19 12:12:41;0;These movies are basically abba advertisements ??;view comment
436;;Hayley;28.07.19 12:12:41;1;I LOVE this movie but haven't watched in a while because of  THAT  scene that makes me sob.;view comment
437;;Jemima Ohiman;28.08.19 12:12:41;0;This movie leaves me with a smile wide open from the start until finish. It just doesn't keep me from not smiling. So love it.;view comment
438;;Rochiiee Matchiiee;28.08.19 12:12:41;0;Now tell me, where is the pirate-looking-man named Sam?;view comment
439;;Sinèad xoxo;28.08.19 12:12:41;0;I know I’m late but in the first movie Donna says “ someone up there ( up there meaning heaven) as got it in for me, I bet it’s my mum.” But in  this movie Donna’s mum turns out to be alive?;view comment
440;;Olivia Paparo;28.10.19 12:12:41;0;Not again NOT AGAIN;view comment
441;;Rosa Melotta;28.10.19 12:12:41;1;I think we are going back into our meeting and then we’ll see how you are feeling and what;view comment
442;;Rosa Melotta;28.10.19 12:12:41;1;Mamma mia;view comment
443;;Youssef Newishi;28.10.19 12:12:41;0;This is one year after the movie was released and I still cry about it.. for some reason mamma mia 1 was a big part of my childhood and just to see that end hurt me;view comment
444;;Sanjit Barman;14.11.19 12:12:41;0;???? ??????;view comment
